"資料集識別碼","資料集名稱","資料提供屬性","服務分類","品質檢測","檔案格式","資料下載網址","編碼格式","資資料集上架方式","資料集描述","主要欄位說明","提供機關","更新頻率","授權方式","相關網址","計費方式","提供機關聯絡人姓名","提供機關聯絡人電話","上架日期","詮釋資料更新時間","備註","資料量"
"9851","海巡署查獲人口販運統計-按月份分","檔案資料","公共資訊","金","ZIP","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/OD0501202408A0.zip","UTF-8","原始資料","本署業務績效情形","年月;總計/案件數(件次);總計/被害人/計(人次);總計/被害人/男(人次);總計/被害人/女(人次);性剝削案件/案件數(件次);性剝削案件/被害人/計(人次);性剝削案件/被害人/男(人次);性剝削案件/被害人/女(人次);勞力剝削案件/案件數(件次);勞力剝削案件/被害人/計(人次);勞力剝削案件/被害人/男(人次);勞力剝削案件/被害人/女(人次);器官摘取案件/案件數(件次);器官摘取案件/被害人/計(人次);器官摘取案件/被害人/男(人次);器官摘取案件/被害人/女(人次);其他型態案件/案件數(件次);其他型態案件/被害人/計(人次);其他型態案件/被害人/男(人次);其他型態案件/被害人/女(人次)","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","簡先生","0222399201#266842","2014-12-31 00:00:00","2024-10-08 15:30:16","授權說明網址: http://data.gov.tw/license","35"
"13838","海巡署查獲人口販運統計-按單位分","檔案資料","公共資訊","金","ZIP","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/OD0502202408A0.zip","UTF-8","原始資料","本署業務績效情形","單位;總計/案件數(件次);總計/被害人/計(人次);總計/被害人/男(人次);總計/被害人/女(人次);性剝削案件/案件數(件次);性剝削案件/被害人/計(人次);性剝削案件/被害人/男(人次);性剝削案件/被害人/女(人次);勞力剝削案件/案件數(件次);勞力剝削案件/被害人/計(人次);勞力剝削案件/被害人/男(人次);勞力剝削案件/被害人/女(人次);器官摘取案件/案件數(件次);器官摘取案件/被害人/計(人次);器官摘取案件/被害人/男(人次);器官摘取案件/被害人/女(人次);其他型態案件/案件數(件次);其他型態案件/被害人/計(人次);其他型態案件/被害人/男(人次);其他型態案件/被害人/女(人次)","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","簡先生","0222399201#266842","2015-04-10 00:00:00","2024-10-08 15:30:05","授權說明網址: http://data.gov.tw/license","68"
"9854","海巡署查獲非法入出國統計-按月份分","檔案資料","公共資訊","金","ZIP","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/OD0401202408A0.zip","UTF-8","原始資料","本署業務績效情形","年月;案件數/總計(件次);嫌犯人數/總計(人次);嫌犯人數/仲介(人次);嫌犯人數/蛇頭(人次);嫌犯人數/藏匿(人次);嫌犯人數/運輸(人次);嫌犯人數/雇主(人次);嫌犯人數/其他(人次);偷渡犯人數/總計/合計/計(人次);偷渡犯人數/總計/合計/男(人次);偷渡犯人數/總計/合計/女(人次);偷渡犯人數/總計/本國籍/計(人次);偷渡犯人數/總計/本國籍/男(人次);偷渡犯人數/總計/本國籍/女(人次);偷渡犯人數/總計/大陸籍/計(人次);偷渡犯人數/總計/大陸籍/男(人次);偷渡犯人數/總計/大陸籍/女(人次);偷渡犯人數/總計/外國籍/計(人次);偷渡犯人數/總計/外國籍/男(人次);偷渡犯人數/總計/外國籍/女(人次);偷渡犯人數/非法入國現行犯/合計/計(人次);偷渡犯人數/非法入國現行犯/合計/男(人次);偷渡犯人數/非法入國現行犯/合計/女(人次);偷渡犯人數/非法入國現行犯/本國籍/計(人次);偷渡犯人數/非法入國現行犯/本國籍/男(人次);偷渡犯人數/非法入國現行犯/本國籍/女(人次);偷渡犯人數/非法入國現行犯/大陸籍/計(人次);偷渡犯人數/非法入國現行犯/大陸籍/男(人次);偷渡犯人數/非法入國現行犯/大陸籍/女(人次);偷渡犯人數/非法入國現行犯/外國籍/計(人次);偷渡犯人數/非法入國現行犯/外國籍/男(人次);偷渡犯人數/非法入國現行犯/外國籍/女(人次);偷渡犯人數/非法出國現行犯/合計/計(人次);偷渡犯人數/非法出國現行犯/合計/男(人次);偷渡犯人數/非法出國現行犯/合計/女(人次);偷渡犯人數/非法出國現行犯/本國籍/計(人次);偷渡犯人數/非法出國現行犯/本國籍/男(人次);偷渡犯人數/非法出國現行犯/本國籍/女(人次);偷渡犯人數/非法出國現行犯/大陸籍/計(人次);偷渡犯人數/非法出國現行犯/大陸籍/男(人次);偷渡犯人數/非法出國現行犯/大陸籍/女(人次);偷渡犯人數/非法出國現行犯/外國籍/計(人次);偷渡犯人數/非法出國現行犯/外國籍/男(人次);偷渡犯人數/非法出國現行犯/外國籍/女(人次);偷渡犯人數/境內查獲非法入國/合計/計(人次);偷渡犯人數/境內查獲非法入國/合計/男(人次);偷渡犯人數/境內查獲非法入國/合計/女(人次);偷渡犯人數/境內查獲非法入國/本國籍/計(人次);偷渡犯人數/境內查獲非法入國/本國籍/男(人次);偷渡犯人數/境內查獲非法入國/本國籍/女(人次);偷渡犯人數/境內查獲非法入國/大陸籍/計(人次);偷渡犯人數/境內查獲非法入國/大陸籍/男(人次);偷渡犯人數/境內查獲非法入國/大陸籍/女(人次);偷渡犯人數/境內查獲非法入國/外國籍/計(人次);偷渡犯人數/境內查獲非法入國/外國籍/男(人次);偷渡犯人數/境內查獲非法入國/外國籍/女(人次)","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","顏小姐","0222399201#266845","2014-12-31 00:00:00","2024-10-08 15:29:30","授權說明網址: http://data.gov.tw/license","35"
"13837","海巡署查獲非法入出國統計-按單位分","檔案資料","公共資訊","金","ZIP","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/OD0402202408A0.zip","UTF-8","原始資料","本署業務績效統計","單位;案件數/總計(件次);嫌犯人數/總計(人次);嫌犯人數/仲介(人次);嫌犯人數/蛇頭(人次);嫌犯人數/藏匿(人次);嫌犯人數/運輸(人次);嫌犯人數/雇主(人次);嫌犯人數/其他(人次);偷渡犯人數/總計/合計/計(人次);偷渡犯人數/總計/合計/男(人次);偷渡犯人數/總計/合計/女(人次);偷渡犯人數/總計/本國籍/計(人次);偷渡犯人數/總計/本國籍/男(人次);偷渡犯人數/總計/本國籍/女(人次);偷渡犯人數/總計/大陸籍/計(人次);偷渡犯人數/總計/大陸籍/男(人次);偷渡犯人數/總計/大陸籍/女(人次);偷渡犯人數/總計/外國籍/計(人次);偷渡犯人數/總計/外國籍/男(人次);偷渡犯人數/總計/外國籍/女(人次);偷渡犯人數/非法入國現行犯/合計/計(人次);偷渡犯人數/非法入國現行犯/合計/男(人次);偷渡犯人數/非法入國現行犯/合計/女(人次);偷渡犯人數/非法入國現行犯/本國籍/計(人次);偷渡犯人數/非法入國現行犯/本國籍/男(人次);偷渡犯人數/非法入國現行犯/本國籍/女(人次);偷渡犯人數/非法入國現行犯/大陸籍/計(人次);偷渡犯人數/非法入國現行犯/大陸籍/男(人次);偷渡犯人數/非法入國現行犯/大陸籍/女(人次);偷渡犯人數/非法入國現行犯/外國籍/計(人次);偷渡犯人數/非法入國現行犯/外國籍/男(人次);偷渡犯人數/非法入國現行犯/外國籍/女(人次);偷渡犯人數/非法出國現行犯/合計/計(人次);偷渡犯人數/非法出國現行犯/合計/男(人次);偷渡犯人數/非法出國現行犯/合計/女(人次);偷渡犯人數/非法出國現行犯/本國籍/計(人次);偷渡犯人數/非法出國現行犯/本國籍/男(人次);偷渡犯人數/非法出國現行犯/本國籍/女(人次);偷渡犯人數/非法出國現行犯/大陸籍/計(人次);偷渡犯人數/非法出國現行犯/大陸籍/男(人次);偷渡犯人數/非法出國現行犯/大陸籍/女(人次);偷渡犯人數/非法出國現行犯/外國籍/計(人次);偷渡犯人數/非法出國現行犯/外國籍/男(人次);偷渡犯人數/非法出國現行犯/外國籍/女(人次);偷渡犯人數/境內查獲非法入國/合計/計(人次);偷渡犯人數/境內查獲非法入國/合計/男(人次);偷渡犯人數/境內查獲非法入國/合計/女(人次);偷渡犯人數/境內查獲非法入國/本國籍/計(人次);偷渡犯人數/境內查獲非法入國/本國籍/男(人次);偷渡犯人數/境內查獲非法入國/本國籍/女(人次);偷渡犯人數/境內查獲非法入國/大陸籍/計(人次);偷渡犯人數/境內查獲非法入國/大陸籍/男(人次);偷渡犯人數/境內查獲非法入國/大陸籍/女(人次);偷渡犯人數/境內查獲非法入國/外國籍/計(人次);偷渡犯人數/境內查獲非法入國/外國籍/男(人次);偷渡犯人數/境內查獲非法入國/外國籍/女(人次)","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","簡先生","0222399201#266842","2015-04-10 00:00:00","2024-10-08 15:29:17","授權說明網址: http://data.gov.tw/license","68"
"9849","海巡署查獲私運農林漁畜產品及其他物品統計-按月份分","檔案資料","公共資訊","金","CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/OD0301202408A0.csv","UTF-8","原始資料","本署業務績效情形","年月;總計/案件數(件次);農林漁畜產品/案件數(件次);農林漁畜產品/查獲數量/總計(公斤);農林漁畜產品/查獲數量/農產品(公斤);農林漁畜產品/查獲數量/林產品(公斤);農林漁畜產品/查獲數量/漁產品(公斤);農林漁畜產品/查獲數量/畜產品(公斤);農林漁畜產品/查獲數量/活體動物(隻);其他私運物品/案件數(件次);其他私運物品/查獲數量/菸品(包);其他私運物品/查獲數量/類菸品(毫升);其他私運物品/查獲數量/酒(公升);其他私運物品/查獲數量/電子產品(元);其他私運物品/查獲數量/其他(元)","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","簡先生","0222399201#266842","2014-12-31 00:00:00","2024-10-08 15:28:44","授權說明網址: http://data.gov.tw/license","35"
"9848","海巡署查獲毒品統計-按月份分","檔案資料","公共資訊","金","ZIP","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/OD0201202408A0.zip","UTF-8","原始資料","本署業務績效情形","年月;製毒工廠(座);總計/案件數(件次);總計/數量(公克);第一級毒品/計/數量(公克);第一級毒品/海洛因/數量(公克);第一級毒品/其他/數量(公克);第二級毒品/計/數量(公克);第二級毒品/大麻/數量(公克);第二級毒品/安非他命/數量(公克);第二級毒品/MDMA/數量(公克);第二級毒品/其他/數量(公克);第三級毒品/計/數量(公克);第三級毒品/愷他命/數量(公克);第三級毒品/氟硝西泮/數量(公克);第三級毒品/硝甲西泮/數量(公克);第三級毒品/其他/數量(公克);第四級毒品/計/數量(公克);第四級毒品/各類麻黃/數量(公克);第四級毒品/其他/數量(公克);其他毒品/計/數量(公克)","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","簡先生","0222399201#266842","2014-12-31 00:00:00","2024-10-08 15:27:55","授權說明網址: http://data.gov.tw/license","35"
"13836","海巡署查獲毒品統計-按單位分","檔案資料","公共資訊","金","ZIP","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/OD0202202408A0.zip","UTF-8","原始資料","本署業務績效情形","單位;製毒工廠(座);總計/案件數(件次);總計/數量(公克);第一級毒品/計/數量(公克);第一級毒品/海洛因/數量(公克);第一級毒品/其他/數量(公克);第二級毒品/計/數量(公克);第二級毒品/大麻/數量(公克);第二級毒品/安非他命/數量(公克);第二級毒品/MDMA/數量(公克);第二級毒品/其他/數量(公克);第三級毒品/計/數量(公克);第三級毒品/愷他命/數量(公克);第三級毒品/氟硝西泮/數量(公克);第三級毒品/硝甲西泮/數量(公克);第三級毒品/其他/數量(公克);第四級毒品/計/數量(公克);第四級毒品/各類麻黃/數量(公克);第四級毒品/其他/數量(公克);其他毒品/計/數量(公克)","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","簡先生","0222399201#266842","2015-04-10 00:00:00","2024-10-08 15:27:44","授權說明網址: http://data.gov.tw/license","68"
"9847","海巡署查獲槍砲彈藥刀械統計-按月份分","檔案資料","公共資訊","金","CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/OD0101202408A0.csv","UTF-8","原始資料","本署業務績效情形","年月;總計/案件數(件次);槍砲/計/數量(枝);槍砲/制式長槍(砲)/數量(枝);槍砲/制式短槍/數量(枝);槍砲/非制式槍(砲)/數量(枝);槍砲/其他/數量(枝);彈藥/計/數量(顆);彈藥/手榴彈、砲(炸)彈/數量(顆);彈藥/爆裂物/數量(顆);彈藥/子彈/數量(顆);彈藥/信號彈、照明彈/數量(顆);彈藥/其他/數量(顆);刀械/計/數量(把)","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","簡先生","0222399201#266842","2014-12-31 00:00:00","2024-10-08 15:26:44","授權說明網址: http://data.gov.tw/license","35"
"13833","海巡署查獲槍砲彈藥刀械統計-按單位分","檔案資料","公共資訊","金","ZIP","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/OD0102202408A0.zip","UTF-8","原始資料","本署業務績效情形","單位;總計/案件數(件次);槍砲/計/數量(枝);槍砲/制式長槍(砲)/數量(枝);槍砲/制式短槍/數量(枝);槍砲/非制式槍(砲)/數量(枝);槍砲/其他/數量(枝);彈藥/計/數量(顆);彈藥/手榴彈、砲(炸)彈/數量(顆);彈藥/爆裂物/數量(顆);彈藥/子彈/數量(顆);彈藥/信號彈、照明彈/數量(顆);彈藥/其他/數量(顆);刀械/計/數量(把)","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","簡先生","0222399201#266842","2015-04-10 00:00:00","2024-10-08 15:26:33","授權說明網址: http://data.gov.tw/license","68"
"26117","桃園市政府警察局公務人員-年齡及職等人數(108至112年)","檔案資料","公共資訊","白金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=f3292c79-a7b4-4d06-8082-0d85b26193ce&rid=27d94919-a91d-44d1-b9dc-df15f6748ba0","UTF-8","系統介接程式","桃園市警政統計資料，桃園市政府警察局公務人員－按職等別


","YYY(民國年);career_type(警察人員，簡薦委:非警察人員);career_level(官等);age(年齡);count(人數)","桃園市政府警察局","每1年","政府資料開放授權條款-第1版","","免費","王煌婷","03-3363488","2015-10-01 03:51:53","2024-10-08 01:25:09","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25987","桃園市境界(113年)","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b9374a0b-b661-4237-adf3-e8eed391ddf6&rid=b154c3f6-f3c8-47c3-b502-e6b619ec204b","UTF-8","系統介接程式","桃園市警政統計資料，桃園市境界","方向(方向);地址-行政區域代碼(地址-行政區域代碼);地址-行政區域(地址-行政區域);地址-地點(地址-地點);緯度(緯度);經度(經度)","桃園市政府警察局","每1年","政府資料開放授權條款-第1版","","免費","王煌婷","03-3363488","2015-10-01 01:32:16","2024-10-08 01:21:53","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26012","桃園市拖吊場位置","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7eecb8b0-7fd7-4aed-b762-18533062326c&rid=8b49fd42-80d6-4dcf-a56d-93cbfc7e41c9","UTF-8","系統介接程式","113年桃園市拖吊場位置之地理資訊。","拖吊場名稱(拖吊場名稱);縣市別代碼(縣市別代碼);地址-縣市(地址-縣市);地址-行政區域代碼(地址-行政區域代碼);地址-行政區域(地址-行政區域);地址-路(地址-路);地址-街(地址-街);地址-段(地址-段);地址-巷(地址-巷);地址-門牌號(地址-門牌號);地址-其他(地址-其他);電話(電話);服務時間-起(服務時間-起);服務時間-迄(服務時間-迄)","桃園市政府警察局","每1年","政府資料開放授權條款-第1版","","免費","王煌婷","03-3363488","2015-10-02 02:49:48","2024-10-08 01:17:54","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25922","桃園市寵物登記機構","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5ebd9a3c-22f2-4786-b134-87987810415d&rid=c3f12332-0515-444e-a7aa-cf3d4ad4d1f3","BIG5","系統介接程式","一、動物保護法第19條及寵物登記管理辦法規定，飼主應於犬隻出生日起四個月之內，檢具下列文件，攜帶犬隻至各寵物登記站植入晶片辦理寵物登記：
（一）飼主身份證明文件
（二）動物狂犬病預防注射證明文件
二、犬隻之出生、取得、轉讓、遺失或死亡者，均應依法定期限至各寵物登記站辦理相關登記。
三、犬隻未依以上規定辦理寵物登記者，依動物保護法第31條規定可處3千元以上1萬5千元以下罰鍰。
四、有關規定及收費請參考動物保護法、寵物登記管理辦理及桃園市政府公告。","名稱(名稱);地址(地址);公務電話(電話)","桃園市政府農業局","不定期更新","政府資料開放授權條款-第1版","http://www.tycg.gov.tw/animal/","免費","游正霖","033250126#401","2015-12-17 02:53:01","2024-10-08 01:15:32","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26070","桃園市政府警察局公務人員－按學歷別","檔案資料","公共資訊","白金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=3daf6e88-ac66-4cac-91a1-cdd8d0b60218&rid=8f23a876-3ba8-4659-abf3-d17f5fda7bcd","UTF-8","系統介接程式","桃園市警政統計資料","YYY(民國年);education(最高學歷);count(人數)","桃園市政府警察局","不定期更新","政府資料開放授權條款-第1版","","免費","王煌婷","03-3363488","2015-10-01 03:39:30","2024-10-08 01:13:25","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25901","桃園市人口年齡分配-依分局轄區","檔案資料","公共資訊","白金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=183826f0-4e86-413e-bc89-13be77c899de&rid=72163719-e0cd-4ffe-ba8b-cd40a8028496","UTF-8","系統介接程式","桃園市警政統計資料，桃園市各區現住人口年齡分配","YYY(民國年);breau(分局);age(年齡);gender(性別:男性為1，女性為2);count(人數)","桃園市政府警察局","每1年","政府資料開放授權條款-第1版","","免費","王煌婷","03-3363488","2015-10-01 01:43:54","2024-10-08 01:09:17","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"128525","桃園市雨水系統管線","檔案資料","公共資訊","金","JSON","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ebec76a8-8d7a-4c79-b5ed-9211dcaeb07c&rid=2471dfd9-df0c-4581-a1c3-808c73557e52","UTF-8","系統介接程式","提供公共設施管線","type(資料類型);id(編碼);geometry(空間座標);properties(屬性說明)","桃園市政府工務局","不定期更新","政府資料開放授權條款-第1版","","免費","蔡先生","03-2868579","2020-07-20 15:09:54","2024-10-06 01:37:53","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"26017","桃園市福利補助申請資格資訊","檔案資料","公共資訊","金","JSON","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=366c47d5-fa52-449c-89a5-230832ff7524&rid=95d81554-b8c3-426c-9d41-593f01b67477","UTF-8","系統介接程式","桃園市各福利補助項目之申請資格查詢資訊，包含設籍時間、身份別、年齡條件、問題別等。","pkid(pkid);name(name);welfareFregi(welfareFregi);condition(condition)","桃園市政府智慧城鄉發展委員會","不定期更新","政府資料開放授權條款-第1版","","免費","蕭丞哲","03-3322101#6916","2015-10-02 03:34:31","2024-10-06 01:27:54","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25925","桃園市市管河川資訊","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=e40520bd-ee77-4f44-8e3e-c382fd2a4b57&rid=adff0490-18be-4f2e-a0d4-23669bb93a69","BIG5","系統介接程式","提供桃園市管河川基本資訊","名稱(名稱);水系(水系);長度_公里(長度_公里);起訖位置(起迄位置);集水區面積_km2(集水區面積_km2);Q50洪峰流量_cms(Q50洪峰流量_cms);Q25洪峰流量_cms(Q25洪峰流量_cms);Q10洪峰流量_cms(Q10洪峰流量_cms);平均坡度(平均坡度);治理規劃_完成日期(治理規劃_完成日期);治理規劃_經濟部核定日期及文號(治理規劃_經濟部核定日期及文號)","桃園市政府水務局","不定期更新","政府資料開放授權條款-第1版","","免費","張先生","3033688#3342","2015-09-18 03:31:27","2024-10-05 01:25:18","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25910","桃園市雨水系統人手孔","檔案資料","公共資訊","金","JSON","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=dc3ec89b-6249-4176-9331-506337407232&rid=1b7d87a3-3e9c-4740-a1b8-b721440e51a0","UTF-8","系統介接程式","公共設施管線","type(資料類型);id(編碼);geometry(空間座標);properties(屬性說明)","桃園市政府工務局","不定期更新","政府資料開放授權條款-第1版","","免費","蔡先生","03-2868579","2015-10-02 01:19:58","2024-10-05 01:24:49","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25946","桃園市有線電視系統人手孔","檔案資料","公共資訊","金","JSON","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d14ad4bf-f6f7-41fe-a92a-bacea180efa6&rid=dcc1fcfe-2d73-4f65-b7ef-92d2c0c3a5be","UTF-8","系統介接程式","公共設施管線","type(資料類型);id(編碼);geometry(空間座標);properties(屬性說明)","桃園市政府工務局","不定期更新","政府資料開放授權條款-第1版","","免費","蔡先生","03-2868579","2015-10-02 01:22:22","2024-10-05 01:24:12","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25897","桃園市身心障礙福利機構","檔案資料","生活安全及品質","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=cdad068f-2295-46ab-bf93-2ff45131ff4f&rid=9390adef-92ac-4451-b91c-0a92c8620c82","BIG5","系統介接程式","桃園市身心障礙福利機構資訊","機構名稱(機構名稱);董事長(董事長);院長/主任姓名(院長/主任姓名);地址(機構地址);電話(機構電話);傳真(機構傳真)","桃園市政府社會局","不定期更新","政府資料開放授權條款-第1版","","免費","廖小姐、黎小姐、林小姐、陳小姐、范小姐","03-3322101#6307、6325、6327","2015-10-01 06:56:26","2024-10-05 01:24:04","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25887","桃園市都會區各區原住民族服務員資訊","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=c9d8a18a-cbaa-4e23-812d-cfc34c18508d&rid=cc29c573-9542-450c-8e7f-e7d0d3e4e7dd","BIG5","系統介接程式","提供桃園市都會區各區原住民族服務員聯絡資訊

","市區別(市區別);地址(地址);聯絡人(聯絡人);電話(電話)","桃園市政府原住民族行政局","不定期更新","政府資料開放授權條款-第1版","","免費","林小姐","03-3322101分機6692","2015-10-08 03:12:43","2024-10-05 01:23:58","桃園市政府都會區各區原住民族服務員聯絡資訊

桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
"25955","桃園市建設類","檔案資料","公共資訊","金","CSV","https://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=c5471983-502d-4fb1-8583-f86d5b00106d&rid=b0087619-1606-4969-ad85-8f0915c732ca","BIG5","系統介接程式","提供桃園市建設類","工程名稱(工程名稱);位置(工程位置);基地面積(㎡)(基地面積);總樓地板面積(㎡)(總樓地板面積);施工單位(施工單位);施工期程(施工期程)","桃園市政府工務局","不定期更新","政府資料開放授權條款-第1版","","免費","柯小姐","03-3322101#6705","2015-10-02 02:26:45","2024-10-05 01:23:49","桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs
Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs","0"
